"Index","Record","Symbol","Description","Location","Mean","Peak -logP","Peak Location","Effect Size"
"66","ENSRNOG00000001082","Abcb9","ATP binding cassette subfamily B member 9","Chr12: 32.499212","6.808","22.8","Chr12: 32.403448","0.350"
"8892","ENSRNOG00000079804","LOC100912314","interferon alpha-1-like","Chr5: 103.288639","0.191","22.8","Chr5: 103.033474","0.352"
"25343","ENSRNOG00000010098","Plek2","pleckstrin 2","Chr6: 97.719416","4.442","22.8","Chr6: 96.297826","-0.285"
"28573","ENSRNOG00000014816","Slc1a1","solute carrier family 1 member 1","Chr1: 226.549931","5.274","22.8","Chr1: 226.622414","0.374"
"32963","ENSRNOG00000007869","Wscd1","WSC domain containing 1","Chr10: 56.385857","6.238","22.8","Chr10: 56.951051","-0.377"
"20231","UNCHAR_LOC302022","LOC302022","uncharacterized LOC302022","Chr3: 4.086902","4.987","22.7","Chr3: 8.469538","-0.399"
"26667","ENSRNOG00000027867","Rexo4","RNA exonuclease 4","Chr3: 10.291002","9.465","22.7","Chr3: 12.564220","0.258"
"33201","ENSRNOG00000025140","Zfat","zinc finger and AT hook domain containing","Chr7: 100.054287","10.022","22.7","Chr7: 97.690774","-0.277"
"9226","UNCHAR_LOC102547662","LOC102547662","uncharacterized LOC102547662","Chr6: 70.687393","3.326","22.6","Chr6: 70.970136","0.644"
"17212","UNCHAR_LOC120098953","LOC120098953","uncharacterized LOC120098953","Chr20: 30.728614","6.058","22.6","Chr20: 31.291910","-0.367"
"20729","ENSRNOG00000011451","Lrp3","LDL receptor related protein 3","Chr1: 87.859146","8.862","22.6","Chr1: 87.967736","-0.353"
"22467","ENSRNOG00000012051","Ncaph","non-SMC condensin I complex, subunit H","Chr3: 114.399177","4.858","22.6","Chr3: 114.386564","0.350"
"25174","ENSRNOG00000039850","Pigp","phosphatidylinositol glycan anchor biosynthesis, class P","Chr11: 33.689110","8.614","22.6","Chr11: 33.608489","-0.241"
"28053","ENSRNOG00000009636","Scrn1","secernin 1","Chr4: 83.694224","8.437","22.6","Chr4: 83.871948","0.402"
"4005","ENSRNOG00000042451","Ddx59","DEAD-box helicase 59","Chr13: 47.876257","7.457","22.5","Chr13: 47.930266","0.239"
"5023","ENSRNOG00000063524","Etfrf1","electron transfer flavoprotein regulatory factor 1","Chr4: 178.179871","8.966","22.5","Chr4: 177.847188","-0.212"
"15773","UNCHAR_LOC120096929","LOC120096929","uncharacterized LOC120096929","Chr15: 16.678122","3.280","22.5","Chr15: 16.121154","0.680"
"28429","ENSRNOG00000002208","Shroom3","shroom family member 3","Chr14: 15.396831","5.382","22.5","Chr14: 15.167557","-0.417"
"91","ENSRNOG00000069246","Abcg3l3","ATP-binding cassette, subfamily G (WHITE), member 3-like 3","Chr14: 4.844160","8.622","22.4","Chr14: 3.829000","-0.236"
"2412","ENSRNOG00000036726","Cd300e","Cd300e molecule","Chr10: 100.309995","5.867","22.4","Chr10: 99.574645","-0.478"
"6308","ENSRNOG00000002797","Gpr156","G protein-coupled receptor 156","Chr11: 62.815401","5.157","22.4","Chr11: 62.553386","-0.483"
"15915","UNCHAR_LOC120097095","LOC120097095","uncharacterized LOC120097095","Chr15: 99.552530","2.771","22.4","Chr15: 99.417966","-0.511"
"19520","ENSRNOG00000059486","LOC120102639","small nucleolar RNA SNORA2/SNORA34 family","Chr4: 118.815876","0.727","22.4","Chr4: 119.127967","-0.525"
"27556","ENSRNOG00000018680_2","Rpl17","ribosomal protein L17","Chr18: 68.581140","10.851","22.4","Chr18: 69.593598","-0.309"
"16643","UNCHAR_LOC120098180","LOC120098180","uncharacterized LOC120098180","Chr18: 58.352724","0.803","22.3","Chr18: 58.367798","-0.512"
"28862","ENSRNOG00000006119","Slc7a15","solute carrier family 7 (cationic amino acid transporter, y+ system), member 15","Chr6: 31.415230","8.966","22.3","Chr6: 31.417411","0.467"
"9239","UNCHAR_LOC102547700","LOC102547700","uncharacterized LOC102547700","Chr14: 81.408846","5.610","22.2","Chr14: 81.750431","0.292"
"9872","UNCHAR_LOC102550575","LOC102550575","uncharacterized LOC102550575","Chr2: 185.284309","5.005","22.2","Chr2: 185.553302","-0.401"
"13227","ENSRNOG00000068348","LOC120093298","U6 spliceosomal RNA","Chr6: 54.227084","1.858","22.2","Chr6: 53.879848","0.574"
"14886","UNCHAR_LOC120095656","LOC120095656","uncharacterized LOC120095656","Chr11: 50.881940","2.622","22.2","Chr11: 51.061971","-0.588"
"30327","ENSRNOG00000036670","Tex19.1","testis expressed 19.1","Chr10: 106.420244","0.253","22.2","Chr10: 103.365367","0.356"
"33546","ENSRNOG00000015071","Zim1","zinc finger, imprinted 1","Chr1: 67.132075","9.834","22.2","Chr1: 66.965090","-0.738"
"3371","ENSRNOG00000005655","Cpa6","carboxypeptidase A6","Chr5: 8.526707","1.856","22.1","Chr5: 11.201366","0.791"
"3690","ENSRNOG00000013589","Cxcl12","C-X-C motif chemokine ligand 12","Chr4: 150.388325","12.215","22.1","Chr4: 150.208911","0.313"
"32789","ENSRNOG00000011918","Vsx2","visual system homeobox 2","Chr6: 104.214841","2.806","22.1","Chr6: 104.374072","-0.559"
"6994","ENSRNOG00000079458","Hrk","harakiri, BCL2 interacting protein","Chr12: 38.409651","5.707","22.0","Chr12: 38.293525","-0.603"
"10182","UNCHAR_LOC102551940","LOC102551940","uncharacterized LOC102551940","Chr10: 11.754201","5.350","22.0","Chr10: 12.170043","0.321"
"2863","ENSRNOG00000009411","Chn2","chimerin 2","Chr4: 83.148615","8.723","21.9","Chr4: 84.321389","0.280"
"7782","ENSRNOG00000021855","Kcp","kielin cysteine rich BMP regulator","Chr4: 58.118169","4.912","21.9","Chr4: 58.304409","0.447"
"11623","UNCHAR_LOC103693391","LOC103693391","uncharacterized LOC103693391","Chr10: 61.038699","5.937","21.9","Chr10: 61.152571","0.343"
"13914","ENSRNOG00000056476","LOC120094289","solute carrier family 22 member 13-like","Chr8: 118.954849","4.713","21.9","Chr8: 119.320880","-0.478"
"15546","UNCHAR_LOC120096621","LOC120096621","uncharacterized LOC120096621","Chr14: 66.760973","5.392","21.9","Chr14: 67.625451","-0.358"
"20847","ENSRNOG00000000855","Lst1","leukocyte specific transcript 1","Chr20: 3.634679","4.403","21.9","Chr20: 3.601132","0.517"
"27289","ENSRNOG00000069584","Rnase1l2","ribonuclease, RNase A family, 1-like 2","Chr15: 24.421824","4.440","21.9","Chr15: 28.480643","0.693"
"1839","ENSRNOG00000012637","C2cd6","C2 calcium dependent domain containing 6","Chr9: 60.530841","2.069","21.8","Chr9: 60.323170","0.571"
"3716","ENSRNOG00000011142","Cyb5b","cytochrome b5 type B","Chr19: 35.062870","11.227","21.8","Chr19: 35.749101","-0.275"
"19182","UNCHAR_LOC120102191","LOC120102191","uncharacterized LOC120102191","Chr4: 0.214949","6.379","21.8","Chr7: 0.194932","0.326"
"22039","ENSRNOG00000039297","Mrpl52","mitochondrial ribosomal protein L52","Chr15: 27.882776","8.884","21.8","Chr15: 27.974218","0.211"
"1879","UNCHAR_C7h12orf40","C7h12orf40","uncharacterized C7h12orf40","Chr7: 122.318494","1.313","21.7","Chr7: 122.518166","-0.640"
"7305","ENSRNOG00000014378","Il1r2","interleukin 1 receptor type 2","Chr9: 42.384279","4.425","21.7","Chr9: 42.235982","0.418"
"19614","UNCHAR_LOC120102816","LOC120102816","uncharacterized LOC120102816","Chr5: 17.736385","2.838","21.7","Chr5: 18.138659","-0.508"
"20322","UNCHAR_LOC502907","LOC502907","uncharacterized LOC502907","Chr4: 163.825354","3.332","21.7","Chr4: 165.205943","0.648"
"2525","ENSRNOG00000052405","Cdh4","cadherin 4","Chr3: 166.525091","2.973","21.6","Chr3: 166.165284","-0.560"
"14550","UNCHAR_LOC120095179","LOC120095179","uncharacterized LOC120095179","Chr10: 80.649435","4.731","21.6","Chr10: 80.874886","0.341"
"25397","ENSRNOG00000000177","Plpp2","phospholipid phosphatase 2","Chr7: 10.175917","5.113","21.6","Chr7: 9.302690","-0.459"
"33370","ENSRNOG00000071332","Zfp54","zinc finger protein 54","Chr1: 61.190805","7.085","21.6","Chr1: 61.135593","-0.234"
"3155","ENSRNOG00000031773","Cngb1","cyclic nucleotide gated channel subunit beta 1","Chr19: 9.726594","3.285","21.5","Chr19: 9.212323","0.503"
"6034","ENSRNOG00000011808","Ghrhr","growth hormone releasing hormone receptor","Chr4: 84.498158","3.483","21.5","Chr4: 84.544511","0.595"
"7839","ENSRNOG00000009539","Khdrbs3","KH RNA binding domain containing, signal transduction associated 3","Chr7: 100.837706","6.643","21.5","Chr7: 101.055823","-0.330"
"8457","UNCHAR_LOC100134871","LOC100134871","hemoglobin subunit beta like 1","Chr1: 158.238347","8.054","21.5","Chr1: 158.468568","3.074"
"15904","UNCHAR_LOC120097083","LOC120097083","uncharacterized LOC120097083","Chr15: 96.239365","2.353","21.5","Chr15: 96.098863","0.492"
"24806","UNCHAR_Pcdhb16l","Pcdhb16l","protocadherin beta 16","Chr18: 29.184759","5.852","21.5","Chr18: 29.534165","-0.344"
"25049","ENSRNOG00000006800","Pgap4","post-GPI attachment to proteins GalNAc transferase 4","Chr5: 63.947003","7.145","21.5","Chr5: 66.161254","-0.298"
"29096","ENSRNOG00000055553","Snora31","small nucleolar RNA, H/ACA box 31","Chr15: 51.159219","3.835","21.5","Chr15: 51.790676","0.745"
"695","ENSRNOG00000000576","Anapc16","anaphase promoting complex subunit 16","Chr20: 27.941033","7.953","21.4","Chr20: 27.634311","0.244"
"3346","ENSRNOG00000007827","Cox4i2","cytochrome c oxidase subunit 4i2","Chr3: 141.228442","5.937","21.4","Chr3: 141.322796","0.369"
"6365","ENSRNOG00000003144","Gprc5c","G protein-coupled receptor, class C, group 5, member C","Chr10: 99.886899","7.368","21.4","Chr10: 99.574645","0.372"
"12092","ENSRNOG00000079955","LOC108349559","uncharacterized LOC108349559","Chr1: 85.645300","1.926","21.3","Chr1: 84.965439","-0.569"
"18457","ENSRNOG00000089505","LOC120100951","uncharacterized LOC120100951","Chr2: 226.485593","2.602","21.3","Chr2: 226.754365","0.491"
"25031","ENSRNOG00000004162","Pfkfb2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","Chr13: 42.174698","9.286","21.3","Chr13: 42.434735","0.261"
"3078","ENSRNOG00000008806","Clip4","CAP-GLY domain containing linker protein family, member 4","Chr6: 23.697624","6.448","21.2","Chr6: 24.757879","0.427"
"9455","UNCHAR_LOC102548633","LOC102548633","Zinc finger protein 431 like","Chr1: 0.454561","2.570","21.2","Chr9: 113.311047","0.686"
"13092","UNCHAR_LOC120093104","LOC120093104","uncharacterized LOC120093104","Chr4: 163.643090","8.973","21.2","Chr4: 165.066174","0.454"
"16617","UNCHAR_LOC120098139","LOC120098139","ELMO domain-containing protein 2-like","Chr18: 37.762105","5.352","21.2","Chr19: 24.293787","1.006"
"1608","ENSRNOG00000002381","Bmp3","bone morphogenetic protein 3","Chr14: 10.737152","8.173","21.1","Chr14: 11.623760","0.468"
"5914","ENSRNOG00000045795","Gatd1","glutamine amidotransferase class 1 domain containing 1","Chr1: 196.512560","8.458","21.1","Chr1: 195.021178","0.250"
"6457","ENSRNOG00000010605","Gsc","goosecoid homeobox","Chr6: 123.390110","5.160","21.1","Chr6: 122.567619","0.548"
"24921","ENSRNOG00000010280","Pde8b","phosphodiesterase 8B","Chr2: 26.479724","4.248","21.1","Chr2: 26.401987","-0.507"
"27961","ENSRNOG00000067387","Sbk1","SH3 domain binding kinase 1","Chr1: 180.807091","6.703","21.1","Chr1: 180.176375","0.709"
"28699","ENSRNOG00000005302","Slc2a9","solute carrier family 2 member 9","Chr14: 72.328333","8.527","21.1","Chr14: 72.496650","-0.226"
"30144","ENSRNOG00000000802","Tbc1d32","TBC1 domain family, member 32","Chr20: 35.590991","8.195","21.1","Chr20: 35.564085","0.239"
"225","ENSRNOG00000042084","Acsm1","acyl-CoA synthetase medium-chain family member 1","Chr1: 173.985714","7.964","21.0","Chr1: 177.193526","0.479"
"2520","ENSRNOG00000018557","Cdh22","cadherin 22","Chr3: 153.950631","3.757","21.0","Chr3: 153.986705","-0.506"
"11228","UNCHAR_LOC103690742","LOC103690742","uncharacterized LOC103690742","Chr9: 10.002935","6.676","21.0","Chr9: 7.985735","-0.384"
"20229","UNCHAR_LOC301444","LOC301444","uncharacterized LOC301444","Chr9: 61.336926","1.175","21.0","Chr13: 32.378736","-0.566"
"23127","ENSRNOG00000070472","Nxpe4","neurexophilin and PC-esterase domain family member 4","Chr8: 48.502696","7.068","21.0","Chr8: 48.395402","-0.315"
"26699","UNCHAR_RGD1304624","RGD1304624","uncharacterized RGD1304624","Chr6: 72.587510","5.857","21.0","Chr6: 76.527425","-0.332"
"26730","UNCHAR_RGD1308750","RGD1308750","uncharacterized RGD1308750","ChrX: 149.572961","6.023","21.0","Chr1: 225.082636","0.304"
"12695","UNCHAR_LOC108352035","LOC108352035","uncharacterized LOC108352035","Chr9: 98.932825","1.063","20.9","Chr9: 97.359745","-0.516"
"22126","ENSRNOG00000055314","Msrb1","methionine sulfoxide reductase B1","Chr10: 13.764882","9.805","20.9","Chr10: 13.286123","-0.231"
"25399","ENSRNOG00000020424","Plpp4","phospholipid phosphatase 4","Chr1: 183.829793","2.244","20.9","Chr1: 184.095736","0.501"
"25648","ENSRNOG00000006893","Ppm1k","protein phosphatase, Mg2+/Mn2+ dependent, 1K","Chr4: 87.612197","9.266","20.9","Chr4: 89.554729","0.274"
"26219","ENSRNOG00000022570","Pus7l","pseudouridine synthase 7 like","Chr7: 125.706581","6.916","20.9","Chr7: 125.705714","-0.263"
"27796","ENSRNOG00000042905","RT1-T24-4","RT1 class I, locus T24, gene 4","Chr20: 2.684514","11.002","20.9","Chr20: 3.187506","0.269"
"4477","ENSRNOG00000018005","Duoxa1","dual oxidase maturation factor 1","Chr3: 109.260510","6.692","20.8","Chr3: 109.270516","0.348"
"11275","UNCHAR_LOC103691053","LOC103691053","uncharacterized LOC103691053","Chr1: 79.879722","4.236","20.8","Chr1: 79.715297","-0.408"
"26813","ENSRNOG00000030494","RGD1560263","nuclear receptor binding factor 2 like 1","Chr2: 182.256610","4.075","20.8","Chr2: 183.467150","0.426"
"18986","UNCHAR_LOC120101815","LOC120101815","uncharacterized LOC120101815","Chr3: 161.487215","0.348","20.7","Chr3: 160.807216","0.396"
"1498","ENSRNOG00000009308","Bcl2l10","Bcl2-like 10","Chr8: 76.107325","1.902","20.6","Chr8: 76.393685","0.537"
"4829","ENSRNOG00000015560","Emsy","EMSY transcriptional repressor, BRCA2 interacting","Chr1: 152.960419","9.791","20.6","Chr1: 151.169800","0.253"
"9262","UNCHAR_LOC102547830","LOC102547830","uncharacterized LOC102547830","Chr17: 21.530707","5.508","20.6","Chr17: 21.654827","-0.298"
"9273","UNCHAR_LOC102547860","LOC102547860","uncharacterized LOC102547860","Chr14: 71.756169","1.763","20.6","Chr14: 72.131931","-0.728"
"14927","UNCHAR_LOC120095700","LOC120095700","uncharacterized LOC120095700","Chr11: 81.025576","1.743","20.6","Chr11: 80.490505","0.660"
"27578","ENSRNOG00000057677","Rpl30l1","ribosomal protein L30-like 1","Chr13: 89.281686","1.256","20.6","Chr7: 68.339536","0.667"
"27722","UNCHAR_Rrs1-ps9","Rrs1-ps9","ribosome biogenesis regulator 1 homolog, pseudogene 9","Chr2: 102.363613","6.299","20.6","Chr2: 96.993538","0.339"
"3520","ENSRNOG00000005177","Cryzl2","crystallin zeta like 2","Chr13: 69.612604","9.738","20.5","Chr13: 69.694938","0.220"
"8868","UNCHAR_LOC100912041","LOC100912041","uncharacterized LOC100912041","Chr1: 205.619201","7.625","20.5","Chr1: 202.433592","0.251"
"19218","UNCHAR_LOC120102240","LOC120102240","uncharacterized LOC120102240","Chr4: 45.977979","4.103","20.5","Chr4: 46.045441","-0.341"
"22098","ENSRNOG00000020953","Ms4a7","membrane spanning 4-domains A7","Chr1: 207.984742","5.312","20.5","Chr1: 207.840211","0.502"
"8907","UNCHAR_LOC100912582","LOC100912582","uncharacterized LOC100912582","Chr7: 11.929492","6.243","20.4","Chr7: 1.298442","0.327"
"12991","UNCHAR_LOC108352981","LOC108352981","uncharacterized LOC108352981","Chr15: 97.809582","1.529","20.4","Chr15: 97.807893","-0.516"
"21352","ENSRNOG00000006131","Mettl2","methyltransferase 2, tRNA N3-cytidine","Chr10: 90.095526","6.884","20.4","Chr10: 89.201543","0.333"
"1089","ENSRNOG00000031849","Armh4","armadillo-like helical domain containing 4","Chr15: 23.076985","4.680","20.2","Chr15: 23.713952","0.589"
"3125","UNCHAR_Cmc4","Cmc4","C-X9-C motif containing 4","Chr18: 0.125432","5.935","20.2","Chr18: 0.012173","0.251"
"4498","ENSRNOG00000022143","Dusp23","dual specificity phosphatase 23","Chr13: 85.100053","5.890","20.2","Chr13: 85.451372","-0.253"
"18864","UNCHAR_LOC120101646","LOC120101646","uncharacterized LOC120101646","Chr3: 109.917152","1.617","20.2","Chr3: 105.063132","-0.677"
"30073","ENSRNOG00000009708","Tas1r1","taste 1 receptor member 1","Chr5: 162.546407","3.663","20.2","Chr5: 162.441438","0.450"
"30473","ENSRNOG00000038894","Timd4","T-cell immunoglobulin and mucin domain containing 4","Chr10: 31.185750","6.913","20.2","Chr10: 30.925464","-0.523"
"6400","ENSRNOG00000023492","Greb1l","GREB1 like retinoic acid receptor coactivator","Chr18: 1.392329","9.751","20.1","Chr18: 1.463866","0.296"
"10095","UNCHAR_LOC102551556","LOC102551556","uncharacterized LOC102551556","Chr12: 5.656672","1.628","20.1","Chr12: 5.581347","0.523"
"26390","UNCHAR_Raet1c","Raet1c","retinoic acid early transcript gamma","Chr1: 1.796109","0.233","20.1","Chr1: 2.698079","-0.325"
"26693","ENSRNOG00000058243","Rfx8","regulatory factor X8","Chr9: 42.021431","6.587","20.1","Chr9: 42.235982","-0.264"
"32314","UNCHAR_Ugt1a7c","Ugt1a7c","uncharacterized Ugt1a7c","Chr9: 88.739576","9.056","20.1","Chr9: 86.919449","0.414"
"33348","ENSRNOG00000057542","Zfp488","zinc finger protein 488","Chr16: 9.293680","1.572","20.1","Chr16: 9.517626","0.640"
"8326","ENSRNOG00000005093","Lgr6","leucine-rich repeat-containing G protein-coupled receptor 6","Chr13: 46.544073","4.535","20.0","Chr13: 46.764976","-0.368"
"8526","UNCHAR_LOC100360821","LOC100360821","uncharacterized LOC100360821","Chr5: 57.199979","4.054","20.0","Chr5: 56.981038","-0.425"
"8646","UNCHAR_LOC100363423","LOC100363423","uncharacterized LOC100363423","Chr10: 75.508353","0.535","20.0","Chr10: 75.461046","-0.528"
"10001","UNCHAR_LOC102551127","LOC102551127","uncharacterized LOC102551127","Chr8: 61.525399","6.274","20.0","Chr8: 61.531758","-0.474"
"11546","UNCHAR_LOC103692782","LOC103692782","uncharacterized LOC103692782","Chr7: 11.960790","3.059","20.0","Chr7: 11.404448","0.498"
"12656","UNCHAR_LOC108351926","LOC108351926","uncharacterized LOC108351926","Chr9: 49.975500","2.470","20.0","Chr4: 105.344429","-0.606"
"28727","ENSRNOG00000018649","Slc35c2","solute carrier family 35 member C2","Chr3: 154.023548","8.791","20.0","Chr3: 153.986705","-0.241"
